,title,abstract,categories,created,authors
151,"Simulation of the Geometrically Exact Nonlinear String via Energy
  Quadratisation","String vibration represents an active field of research in acoustics.
Small-amplitude vibration is often assumed, leading to simplified physical
models that can be simulated efficiently. However, the inclusion of nonlinear
phenomena due to larger string stretchings is necessary to capture important
features, and efficient numerical algorithms are currently lacking in this
context. Of the available techniques, many lead to schemes which may only be
solved iteratively, resulting in high computational cost, and the additional
concerns of existence and uniqueness of solutions. Slow and fast waves are
present concurrently in the transverse and longitudinal directions of motion,
adding further complications concerning numerical dispersion. This work
presents a linearly-implicit scheme for the simulation of the geometrically
exact nonlinear string model. The scheme conserves a numerical energy,
expressed as the sum of quadratic terms only, and including an auxiliary state
variable yielding the nonlinear effects. This scheme allows to treat the
transverse and longitudinal waves separately, using a mixed finite
difference/modal scheme for the two directions of motion, thus allowing to
accurately resolve the wave speeds at reference sample rates. Numerical
experiments are presented throughout.","['math.NA', 'cs.NA']",2021-12-30,"['Michele Ducceschi', 'Stefan Bilbao']"
152,Tree Embeddings and Tree-Star Ramsey Numbers,"We say that a graph $F$ can be embedded into a graph $G$ if $G$ contains an
isomorphic copy of $F$ as a subgraph. Guo and Volkmann \cite{GV} conjectured
that if $G$ is a connected graph with at least $n$ vertices and minimum degree
at least $n-3$, then any tree with $n$ vertices and maximum degree at most
$n-4$ can be embedded into $G$. In this paper, we give a result slightly
stronger than this conjecture and obtain a sufficient and necessary condition
that a tree with $n$ vertices and maximum degree at most $n-3$ can be embedded
into a connected graph G with at least $n$ vertices and minimum degree at least
$n-3$. Our result implies that the conjecture of Guo and Volkmann is true with
one exception. We also give an application to the Ramsey number of a tree
versus a star.",['math.CO'],2021-12-30,"['Zilong Yan', 'Yuejian Peng']"
153,"A Stochastic Programming Approach to Surgery Scheduling under Parallel
  Processing Principle","Parallel processing is a principle which enables simultaneous implementation
of anesthesia induction and operating room (OR) turnover with the aim of
improving OR utilization. In this article, we study the problem of scheduling
surgeries for multiple ORs and induction rooms (IR) that function based on the
parallel processing principle under uncertainty. We propose a two-stage
stochastic mixed-integer programming model considering the uncertainty in
induction, surgery and turnover durations. We sequence patients and set
appointment times for surgeries in the first stage and assign patients to IRs
at the second stage of the model. We show that an optimal myopic policy can be
used for IR assignment decisions due to the special structure of the model. We
minimize the expected total cost of patient waiting time, OR idle time and IR
idle time in the objective function. We enhance the model formulation using
bounds on variables and symmetry-breaking constraints. We implement a novel
progressive hedging algorithm by proposing a penalty update method and a
variable fixing mechanism. Based on real data of a large academic hospital, we
compare our solution approach with several scheduling heuristics from the
literature. We assess the additional benefits and costs associated with the
implementation of parallel processing using near-optimal schedules. We examine
how the benefits are inflated by increasing the number of IRs. Finally, we
estimate the value of stochastic solution to underline the importance of
considering uncertainty in durations.",['math.OC'],2021-12-30,"['Batuhan Celik', 'Serhat Gul', 'Melih Celik']"
154,Reasoning in circles,"Circular proofs, introduced by Daniyar Shamkanov, are proofs in which
assumptions are allowed that are not axioms but do appear at least twice along
a branch. Shamkanov has shown that a formula belongs to the provability logic
GL exactly if it has a circular proof in the modal logic K4. Shamkanov uses
Tait style proof systems and infinitary proofs. In this paper we prove the same
result but then for sequent calculi and without the detour via infinitary
systems. We also obtain a mild generalisation of the result, implying that its
intuitionistic analogue holds as well.",['math.LO'],2021-12-30,['Rosalie Iemhoff']
155,Sample covariance matrices and special symmetric partitions,"Suppose $X_p$ is a real $p \times n$ matrix with independent entries and
consider the (unscaled) sample covariance matrix $S_p=X_pX_p^T$. The
Marchenko-Pastur law was discovered as the limit of the bulk distribution of
the sample covariance matrix in 1967. There have been extensions of this result
in several directions. In this paper, we consider an extension that handles
several of the existing ones as well as generates new results.
  We show that under suitable assumptions on the entries of $X_p$, the limiting
spectral distribution exists in probability or almost surely. The moments are
described by a set of partitions that are beyond pair partitions and
non-crossing partitions and are also related to special symmetric partitions,
which are known to appear in the limiting spectral distribution of Wigner-type
matrices. Similar results hold for other patterned matrices such as reverse
circulant, circulant, Toeplitz, and Hankel matrices.",['math.PR'],2021-12-30,"['Arup Bose', 'Priyanka Sen']"
156,"A fixed point theorem in $B(H,\ell _{\infty })$","We prove that if $X$ is a complete metric space with uniform relative normal
structure, then there exists a point in $X$ fixed by every (surjective)
isometry of $X$ that preserves a bounded subset of $X$. A few applications of
this theorem are given to the problems of inner derivations. In particular, we
show that if $L_{1}(\mu )$ is an essential Banach $L_{1}(G)$-bimodule, then any
continuous derivation $\delta :L_{1}(G)\rightarrow L_{\infty }(\mu )$ is inner.
This extends the theorem of B.E. Johnson (1991) asserting that the convolution
algebra $L_{1}(G)$ is weakly amenable if $G$ is a locally compact group.","['math.FA', 'math.DS', 'math.GR', 'math.OA', 'math.RT']",2021-12-30,['Andrzej Wiśnicki']
157,Right Nilpotency of Braces of Cardinality $p^4$,"We determine right nilpotency of braces of cardinality $p^4$. If a brace of
cardinality $p^4$ has an abelian multiplicative group, then it is left and
right nilpotent, so we only consider braces with non-abelian multiplicative
groups. We show right nilpotency in all cases using the sufficient condition of
$A\ast c=0$ for some central element $c$ of a brace $A$.","['math.RA', 'math.GR', 'math.QA']",2021-12-30,['Dora Puljić']
158,An irrational Lagrangian density of a single hypergraph,"The {\em Tur\'an number} of an $r$-uniform graph $F$, denoted by $ex(n,F)$,
is the maximum number of edges in an $F$-free $r$-uniform graph on $n$
vertices. The {\em Tur\'{a}n density} of $F$ is defined as
$\pi(F)=\underset{{n\rightarrow\infty}}{\lim}{ex(n,F) \over {n \choose r }}.$
For graphs, Erd\H{o}s-Stone-Simonovits (\cite{ESi}, \cite{ES}) showed that
$\Pi_{\infty}^{(2)}=\Pi_{fin}^{(2)}=\Pi_{1}^{(2)}=\{0, {1 \over 2}, {2 \over
3}, \ldots,{l-1 \over l}, ...\}.$ We know quite few about the Tur\'an density
of an $r$-uniform graph for $r\ge 3$. Baber and Talbot \cite{BT}, and Pikhurko
\cite{Pikhurko2} showed that there is an irrational number in $\Pi_{3}^{(3)}$
and $\Pi_{fin}^{(3)}$ respectively, disproving a conjecture of Chung and Graham
\cite{FG}. Baber and Talbot \cite{BT} asked whether $\Pi_{1}^{(r)}$ contains an
irrational number. In this paper, we show that the Lagrangian density of
$F=\{123, 124, 134, 234, 567\}$ (the disjoint union of $K_4^3$ and an edge) is
${\sqrt 3\over 3}$, consequently, the Tur\'an density of the extension of $F$
is an irrational number, answering the question of Baber and Talbot.",['math.CO'],2021-12-30,"['Zilong Yan', 'Yuejian Peng']"
159,"The bipartite Ramsey number $br(C_{2n}, C_{2m})$","Given bipartite graphs $H_1$, \dots , $H_k$, the bipartite Ramsey number
$br(H_1,\dots, H_k)$ is the minimum integer $N$ such that any $k$-edge-coloring
of complete bipartite graph $K_{N, N}$ contains a monochromatic $H_i$ in color
$i$ for $1\le i\le k$. There are considerable results on asymptotic values of
bipartite Ramsey numbers of cycles. For exact value, Zhang-Sun \cite{Zhangs}
determined $br(C_4, C_{2n})$, Zhang-Sun-Wu \cite{Zhangsw} determined $br(C_6,
C_{2n})$, and Gholami-Rowshan \cite{GR} determined $br(C_8, C_{2n})$. In this
paper, we solve all remaining cases and give the exact values of $br(C_{2n},
C_{2m})$ for all $n\ge m\ge 5$, this answers a question concerned by
Buci\'c-Letzter-Sudakov \cite{BLS}, Gholami-Rowshan \cite{GR}, Zhang-Sun
\cite{Zhangs}, and Zhang-Sun-Wu \cite{Zhangsw}.",['math.CO'],2021-12-30,"['Zilong Yan', 'Yuejian Peng']"
160,"Accelerated Primal-Dual Gradient Method for Smooth and Convex-Concave
  Saddle-Point Problems with Bilinear Coupling","In this paper we study a convex-concave saddle-point problem $\min_x\max_y
f(x) + y^\top\mathbf{A} x - g(y)$, where $f(x)$ and $g(y)$ are smooth and
convex functions. We propose an Accelerated Primal-Dual Gradient Method for
solving this problem which (i) achieves an optimal linear convergence rate in
the strongly-convex-strongly-concave regime matching the lower complexity bound
(Zhang et al., 2021) and (ii) achieves an accelerated linear convergence rate
in the case when only one of the functions $f(x)$ and $g(y)$ is strongly convex
or even none of them are. Finally, we obtain a linearly-convergent algorithm
for the general smooth and convex-concave saddle point problem $\min_x\max_y
F(x,y)$ without requirement of strong convexity or strong concavity.","['math.OC', 'cs.LG']",2021-12-30,"['Dmitry Kovalev', 'Alexander Gasnikov', 'Peter Richtárik']"
161,Geometry of solutions to the c-projective metrizability equation,"On an almost complex manifold, a quasi-K\""{a}hler metric, with canonical
connection in the c-projective class of a given minimal complex connection, is
equivalent to a non-degenerate solution of the c-projectively invariant
metrizability equation. For this overdetermined equation, replacing this
maximal rank condition on solutions with a nondegeneracy condition on the
prolonged system yields a strictly wider class of solutions with non-vanishing
(generalized) scalar curvature. We study the geometries induced by this class
of solutions. For each solution, the strict point-wise signature partitions the
underlying manifold into strata, in a manner that generalizes the model, a
certain Lie group orbit decomposition of $\mathbb{CP}^m$. We describe the
smooth nature and geometric structure of each strata component, generalizing
the geometries of the embedded orbits in the model. This includes a
quasi-K\""{a}hler metric on the open strata components that becomes singular at
the strata boundary. The closed strata inherit almost CR-structures and can be
viewed as a c-projective infinity for the given quasi-K\""{a}hler metric.",['math.DG'],2021-12-30,"['Keegan J. Flood', 'A. Rod Gover']"
162,Cohomology rings of quasitoric bundles,"The classical BKK theorem computes the intersection number of divisors on
toric variety in terms of volumes of corresponding polytopes. It was observed
by Pukhlikov and the first author that the BKK theorem leads to a presentation
of the cohomology ring of toric variety as a quotient of the ring of
differential operators with constant coefficients by the annihilator of an
explicit polynomial.
  In this paper we generalize this construction to the case of quasitoric
bundles. These are fiber bundles with generalized quasitoric manifolds as
fibers. First we obtain a generalization of the BKK theorem to this case. Then
we use recently obtained descriptions of the graded-commutative algebras which
satisfy Poincar\'e duality to give a description of cohomology rings of
quasitoric bundles.","['math.AT', 'math.CO']",2021-12-30,"['Askold Khovanskii', 'Ivan Limonchenko', 'Leonid Monin']"
163,Massively Parallelized Interpolated Factored Green Function Method,"This paper presents a parallel implementation of the ""Interpolated Factored
Green Function"" (IFGF) method introduced recently for the accelerated
evaluation of discrete integral operators arising in wave scattering and other
areas (Bauinger and Bruno, Jour. Computat. Phys., 2021). On the basis of the
hierarchical IFGF interpolation strategy, the proposed (hybrid MPI-OpenMP)
parallel implementation results in highly efficient data communication, and it
exhibits in practice excellent parallel scaling up to large numbers of cores --
without any hard limitations on the number of cores concurrently employed in an
efficient manner. Moreover, on any given number of cores, the proposed parallel
approach preserves the O(N log N) computing cost inherent in the sequential
version of the IFGF algorithm. Unlike other approaches, the IFGF method does
not utilize the Fast Fourier Transform (FFT), and it is thus better suited than
other methods for efficient parallelization in distributed-memory computer
systems. A variety of numerical results presented in this paper illustrate the
character of the proposed parallel algorithm, including excellent weak and
strong parallel scaling properties in all cases considered -- for problems of
up to 4,096 wavelengths in electrical size, and scaling tests spanning from 1
compute core to all 1,680 cores available in the HPC cluster used.","['math.NA', 'cs.NA']",2021-12-30,"['Christoph Bauinger', 'Oscar P. Bruno']"
164,Q-effectiveness for holomorphic subelliptic multipliers,"We provide a solution to the effectiveness problem in Kohn's algorithm for
generating holomorphic subelliptic multipliers for $(0,q)$ forms for arbitrary
$q$. As an application, we obtain subelliptic estimates for $(0,q)$ forms with
effectively controlled order $\epsilon>0$ (the Sobolev exponent) for domains
given by sums of squares of holomorphic functions (J.J. Kohn called them
""special domains""). These domains are of particular interest due to their
relation with complex and algebraic geometry. Our methods include triangular
resolutions introduced by the authors in their previous work.",['math.CV'],2021-12-30,"['Dmitri Zaitsev', 'Sung Yeon Kim']"
165,Symmetric Kapranov and symmetric tropical ranks,"This paper proves the $r \times r$ minors of an $n \times n$ symmetric matrix
of indeterminates are a tropical basis when $r = 2$, $r = 3$, or $r = n$, and
are not when $4 < r < n$ or $r = 4, n > 12$. In the process, it introduces two
new notions of rank for symmetric matrices coming from tropical geometry, the
symmetric tropical and the symmetric Kapranov rank, which are the symmetric
versions of their standard counterparts defined by Develin, Santos, and
Sturmfels.","['math.CO', 'math.AG']",2021-12-30,['Dylan Zwick']
166,Non-jumping Tur\'an densities of hypergraphs,"A real number $\alpha\in [0, 1)$ is a jump for an integer $r\ge 2$ if there
exists $c>0$ such that no number in $(\alpha , \alpha + c)$ can be the Tur\'an
density of a family of $r$-uniform graphs. A classical result of Erd\H os and
Stone \cite{ES} implies that that every number in $[0, 1)$ is a jump for $r=2$.
Erd\H os \cite{E64} also showed that every number in $[0, r!/r^r)$ is a jump
for $r\ge 3$ and asked whether every number in $[0, 1)$ is a jump for $r\ge 3$.
Frankl and R\""odl \cite{FR84} gave a negative answer by showing a sequence of
non-jumps for every $r\ge 3$. After this, Erd\H os modified the question to be
whether $\frac{r!}{r^r}$ is a jump for $r\ge 3$? What's the smallest non-jump?
Frankl, Peng, R\""odl and Talbot \cite{FPRT} showed that ${5r!\over 2r^r}$ is a
non-jump for $r\ge 3$. Baber and Talbot \cite{BT0} showed that every
$\alpha\in[0.2299, 0.2316)\cup [0.2871, \frac{8}{27})$ is a jump for $r=3$.
Pikhurko \cite{Pikhurko2} showed that the set of all possible Tur\'an densities
of $r$-uniform graphs has cardinality of the continuum for $r\ge 3$. However,
whether $\frac{r!}{r^r}$ is a jump for $r\ge 3$ remains open, and
$\frac{5r!}{2r^r}$ has remained the known smallest non-jump for $r\ge 3$. In
this paper, we give a smaller non-jump by showing that ${54r!\over 25r^r}$ is a
non-jump for $r\ge 3$. Furthermore, we give infinitely many irrational
non-jumps for every $r\ge 3$.",['math.CO'],2021-12-30,"['Zilong Yan', 'Yuejian Peng']"
167,"On weakly coupled systems of partial differential equations with
  different diffusion terms","We prove maximal Schauder regularity for solutions to elliptic systems and
Cauchy problems, in the space $C_b(\mathbb{R}^d;\mathbb{R}^m)$ of bounded and
continuous functions, associated to a class of nonautonomous weakly coupled
second-order elliptic operators $\bf{\mathcal A}$, with possibly unbounded
coefficients and diffusion and drift terms which vary from equation to
equation. We also provide estimates of the spatial derivatives up to the
third-order and continuity properties both of the evolution operator ${\bf
G}(t,s)$ associated to the Cauchy problem $D_t{\bf u}=\bf{\mathcal A}(t){\bf
u}$ in $C_b(\mathbb{R}^d;\mathbb{R}^m)$, and, for fixed $\overline t$, of the
semigroup ${\bf T}_{\overline t}(\tau)$ associated to the autonomous Cauchy
problem $D_{\tau}{\bf u}={\bf{\mathcal A}}(\overline t){\bf u}$ in
$C_b(\mathbb{R}^d;\mathbb{R}^m)$. These results allow us to deal with elliptic
problems whose coefficients also depend on time.",['math.AP'],2021-12-30,"['Davide Addona', 'Luca Lorenzi']"
168,Broader Universality of Rogue Waves of Infinite Order,"We show that the same special solution of the focusing nonlinear
Schr\""{o}dinger equation that has been shown to arise in a certain
near-field/large-order limit from soliton and Peregrine-like rogue wave
solutions actually arises universally from an arbitrary background solution
when subjected to a sequence of iterated B\""{a}cklund transformations.","['nlin.SI', 'math.AP', 'math.CA']",2021-12-30,"['Deniz Bilman', 'Peter D. Miller']"
169,"The Principle of Linearized Stability in Age-Structured Diffusive
  Populations","The principle of linearized stability is established for age-structured
diffusive populations incorporating nonlinear death and birth processes. More
precisely, asymptotic exponential stability is shown for equilibria for which
the semigroup associated with the linearization at the equiblibrium has a
negative growth bound. The result is derived in an abstract framework and
applied in concrete situations.",['math.AP'],2021-12-30,"['Christoph Walker', 'Josef Zehetbauer']"
170,"On a locally compact monoid of cofinite partial isometries of
  $\mathbb{N}$ with adjoined zero","Let $\mathscr{C}_\mathbb{N}$ be a monoid which is generated by the partial
shift $\alpha\colon n\mapsto n+1$ of the set of positive integers $\mathbb{N}$
and its inverse partial shift $\beta\colon n+1\mapsto n$. In this paper we
prove that if $S$ is a submonoid of the monoid $\mathbf{I}\mathbb{N}_{\infty}$
of all partial cofinite isometries of positive integers which contains
$\mathscr{C}_\mathbb{N}$ as a submonoid then every Hausdorff locally compact
shift-continuous topology on $S$ with adjoined zero is either compact or
discrete. Also we show that the similar statement holds for a locally compact
semitopological semigroup $S$ with an adjoined compact ideal.","['math.GR', 'math.GN']",2021-12-30,"['Oleg Gutik', 'Pavlo Khylynskyi']"
171,Constrained Local Search for Last-Mile Routing,"Last-mile routing refers to the final step in a supply chain, delivering
packages from a depot station to the homes of customers. At the level of a
single van driver, the task is a traveling salesman problem. But the choice of
route may be constrained by warehouse sorting operations, van-loading
processes, driver preferences, and other considerations, rather than a
straightforward minimization of tour length. We propose a simple and efficient
penalty-based local-search algorithm for route optimization in the presence of
such constraints, adopting a technique developed by Helsgaun to extend the LKH
traveling salesman problem code to general vehicle-routing models. We apply his
technique to handle combinations of constraints obtained from an analysis of
historical routing data, enforcing properties that are desired in high-quality
solutions. Our code is available under the open-source MIT license. An earlier
version of the code received the $100,000 top prize in the Amazon Last Mile
Routing Research Challenge organized in 2021.",['math.OC'],2021-12-30,"['William Cook', 'Stephan Held', 'Keld Helsgaun']"
172,Subcritical superprocesses conditioned on non-extinction,"We consider a class of subcritical superprocesses $(X_t)_{t\geq 0}$ with
general spatial motions and general branching mechanisms. We study the
asymptotic behaviors of $\mathbf Q_{t,r}$, the distribution of $X_t$
conditioned on $\{X_{t+r}\neq \mathbf 0\}$, where $\mathbf 0$ is the null
measure. It was proved in our recent paper (Stochastic Process. Appl. 132
(2021), 108--134) that $\mathbf Q_{t,0}$ converges weakly to the so-called
Yaglom limit $\mathbf Q_{\infty,0}$ when $t\to \infty$. In this paper, we
complement this result by first showing that, for any $r>0$, $\mathbf Q_{t,r}$
converges weakly to a probability measure $\mathbf Q_{\infty, r}$ when $t\to
\infty$. We then prove that, for any $t\geq 0$, $\mathbf Q_{t,r}$ converges
strongly to a probability measure $\mathbf Q_{t,\infty}$ when $r\to \infty$. We
also show that an $L\log L$-type condition is equivalent to each of the
following two statements: (1) $\mathbf Q_{\infty, r}$ converges strongly when
$r\to \infty$; (2) $\mathbf Q_{t,\infty}$ converges weakly when $t\to \infty$.
Finally, when the $L\log L$-type condition holds, we show that the strong limit
of $\mathbf Q_{\infty,r}$ when $r\to \infty$, and the weak limit of $\mathbf
Q_{t,\infty}$ when $t\to \infty$, are actually the same. Our main tool is the
spine decomposition theorem for superprocesses.",['math.PR'],2021-12-30,"['Rongli Liu', 'Yan-Xia Ren', 'Renming Song', 'Zhenyao Sun']"
173,Polynomial invariant for phylogenetic networks,"Invariants for complicated objects such as those arising in phylogenetics,
whether they are invariants as matrices, polynomials, or other mathematical
structures, are important tools for distinguishing and working with such
objects. In this paper, we generalize a polynomial invariant on trees, to
phylogenetic networks. Networks are becoming increasingly important for their
capacity to represent reticulation events, such as hybridization, in
evolutionary history. We provide a function from the space of phylogenetic
networks to a polynomial ring, and prove that two networks with the same number
of leaves and same number of reticulations are isomorphic if and only if they
share the same polynomial. While the invariant for trees is a polynomial in
Z[x_1,...,x_n,y] where n is the number of leaves, the invariant for networks is
an element of Z[x_1,...,x_n, lambda_1, ..., lambda_r,y], where r is the number
of reticulations in the network. For networks without leaf labels this reduces
to a polynomial in r+2 variables.","['q-bio.PE', 'math.CO']",2021-12-30,"['Joan Carles Pons', 'Tomás M. Coronado', 'Michael Hendriksen', 'Andrew Francis']"
174,"A geometric view on local Lorentz transformations in teleparallel
  gravity","Local Lorentz transformations play an important role in teleparallel gravity
theories, in which a tetrad is conventionally employed as a fundamental field
variable describing the gravitational field. It is commonly understood that
modifications of general relativity in the teleparallel framework break a
certain notion of local Lorentz invariance, which is present in the pure tetrad
formulation of such theories, while another notion present in the covariant
formulation is preserved. We illuminate these different notions from a
geometric perspective, and distinguish them from what is commonly understood as
breaking of local Lorentz invariance in the context of gravity phenomenology.
Based on physical arguments, we present a geometric interpretation of the
dynamical fields in teleparallel gravity, which unified and refines the
conventional approaches.","['gr-qc', 'math-ph', 'math.MP']",2021-12-30,['Manuel Hohmann']
175,A note on Tate's conjectures for abelian varieties,"In this mostly expository note, we explain a proof of Tate's two conjectures
[Tat65] for algebraic cycles of arbitrary codimension on certain products of
elliptic curves and abelian surfaces over number fields.","['math.NT', 'math.AG']",2021-12-30,"['Chao Li', 'Wei Zhang']"
176,Lens Partition Functions and Integrability Properties,"We study lens partitions functions for the three-dimensional $N=2$
supersymmetric gauge theories on $S_b^3/Z_r$. We consider an equality as a new
hyperbolic hypergeometric solution to the star-star relation via the gauge/YBE
correspondence. The correspondence allows the construction of integrable
lattice spin models of statistical mechanics by the use of integral identities.
Additionally, we obtain new hyperbolic hypergeometric integral identities of
gauge theories.","['hep-th', 'math-ph', 'math.MP', 'nlin.SI']",2021-12-30,"['Mustafa Mullahasanoglu', 'Nuri Tas']"
177,Enabling equation-free modeling via diffusion maps,"Equation-free modeling aims at extracting low-dimensional macroscopic
dynamics from complex high-dimensional systems that govern the evolution of
microscopic states. This algorithm relies on lifting and restriction operators
that map macroscopic states to microscopic states and vice versa. Combined with
simulations of the microscopic state, this algorithm can be used to apply
Newton solvers to the implicitly defined low-dimensional macroscopic system or
solve it more efficiently using direct numerical simulations. The key challenge
is the construction of the lifting and restrictions operators that usually
require a priori insight into the underlying application. In this paper, we
design an application-independent algorithm that uses diffusion maps to
construct these operators from simulation data. Code is available at
https://doi.org/10.5281/zenodo.5793299.",['math.DS'],2021-12-30,"['Tracy Chin', 'Jacob Ruth', 'Clayton Sanford', 'Rebecca Santorella', 'Paul Carter', 'Bjorn Sandstede']"
178,Solving Kepler's equation via nonlinear sequence transformations,"Since more than three centuries Kepler's equation continues to represents an
important benchmark for testing new computational techniques. In the present
paper, the classical Kapteyn series solution of Kepler's equation originally
conceived by Lagrange and Bessel will be revisited from a different
perspective, offered by the relatively new and still largely unexplored
framework of the so-called nonlinear sequence transformations.
  The main scope of the paper is to provide numerical evidences supporting the
fact that the Kapteyn series solution of Kepler's equation could be a Stieltjes
series. To support such a conjecture, two types of Levin-type sequence
transformations, namely Levin $d$- and Weniger $\delta$-transformations, will
be employed to sum up several wildly divergent series derived by the Debye
representation of Bessel functions. As an interesting byproduct of this
analysis, an effective recursive algorithm to generate arbitrarily higher-order
Debye's polynomials will be developed.
  Such a ""Stieltjeness"" conjecture will also be numerically validated by
directly employing the Levin-type transformations to accelerate the complex
Kapteyn series solution of the Kepler equation. Both $d$- and $\delta$-
transformations display exponential convergence, whose rate will be numerically
estimated. A few conclusive words, together with some hints for future
extensions in the direction of more general class of Kapteyn series, eventually
close the paper.","['math.CA', 'physics.comp-ph']",2021-12-30,['Riccardo Borghi']
179,DPG methods for a fourth-order div problem,"We study a fourth-order div problem and its approximation by the
discontinuous Petrov-Galerkin method with optimal test functions. We present
two variants, based on first and second-order systems. In both cases we prove
well-posedness of the formulation and quasi-optimal convergence of the
approximation. Our analysis includes the fully-discrete schemes with
approximated test functions, for general dimension and polynomial degree in the
first-order case, and for two dimensions and lowest-order approximation in the
second-order case. Numerical results illustrate the performance for
quasi-uniform and adaptively refined meshes.","['math.NA', 'cs.NA']",2021-12-30,"['Thomas Führer', 'Pablo Herrera', 'Norbert Heuer']"
180,Freehedra are short,"We prove the combinatorial property of shortness for freehedra. Note that
associahedra, a sibling family of polytopes, are not short.","['math.CO', 'math.KT']",2021-12-30,['Daria Poliakova']
181,The parabolic Verlinde formula: iterated residues and wall-crossings,"We give a new proof for the parabolic Verlinde formula in all ranks based on
a comparison of wall-crossings in Geometric Invariant Theory and certain
iterated residue functionals. On the way, we develop a tautological variant of
Hecke correspondences, calculate the Hilbert polynomials of the moduli spaces,
and resolve the $ \rho $-shift problem of the theory.",['math.AG'],2021-12-30,"['Andras Szenes', 'Olga Trapeznikova']"
182,W*-representations of subfactors and restrictions on the Jones index,"A {\it W$^*$-representation} of a II$_1$ subfactor $N\subset M$ with finite
Jones index, $[M:N]<\infty$, is a non-degenerate commuting square embedding of
$N\subset M$ into an inclusion of atomic von Neumann algebras $\oplus_{i\in I}
\Cal B(\Cal K_i)=\Cal N \subset^{\Cal E} \Cal M=\oplus_{j\in J} \Cal B(\Cal
H_j)$. We undertake here a systematic study of this notion, first introduced in
[P92], giving examples and considering invariants such as the (bipartite) {\it
inclusion graph} $\Lambda_{\Cal N \subset \Cal M}$, the {\it coupling vector}
$(\text{\rm dim}(_M\Cal H_j))_j$ and the {\it RC-algebra} (relative commutant)
$M'\cap \Cal N$, for which we establish some basic properties. We then prove
that if $N\subset M$ admits a W$^*$-representation $\Cal N\subset^{\Cal E}\Cal
M$, with the expectation $\Cal E$ preserving a semifinite trace on $\Cal M$,
such that there exists a norm one projection of $\Cal M$ onto $M$ commuting
with $\Cal E$, a property of $N\subset M$ that we call {\it weak
injectivity/amenability}, then $[M:N]$ equals the square norm of the inclusion
graph $\Lambda_{\Cal N \subset \Cal M}$.",['math.OA'],2021-12-30,['Sorin Popa']
183,"Travelling waves for Maxwell's equations in nonlinear and nonsymmetric
  media","We look for travelling wave fields $$ E(x,y,z,t)= U(x,y) \cos(kz+\omega t)+
\widetilde U(x,y)\sin(kz+\omega t),\quad (x,y,z)\in\mathbb{R}^3,\,
t\in\mathbb{R} $$ satisfying Maxwell's equations in a nonlinear medium which is
not necessarily cylindrically symmetric. The nonlinearity of the medium enters
Maxwell's equations by postulating a nonlinear material law $D=\varepsilon
E+\chi(x,y, \langle |E|^2\rangle)E$ between the electric field $E$, its time
averaged intensity $\langle |E|^2\rangle$ and the electric displacement field
$D$. We derive a new semilinear elliptic problem for the profiles $U,\widetilde
U:\mathbb{R}^2\to\mathbb{R}^3$ $$Lu-V(x,y)u=f(x,y,u)\quad\hbox{with
}u=\begin{pmatrix} U \\ \widetilde U \end{pmatrix}, \hbox{ for
}(x,y)\in\mathbb{R}^2,$$ where $f(x,y,u)=\omega^2\chi(x,y, |u|^2)u$. Solving
this equation we can obtain exact travelling wave solutions of the underlying
nonlinear Maxwell equations. We are able to deal with super quadratic and
subcritical focusing effects, e.g. in the Kerr-like materials with the
nonlinear susceptibility of the form $\chi(x,y,\langle |E^2|\rangle E) =
\chi^{(3)}(x,y)\langle |E|^2\rangle E$. A variational approach is presented for
the semilinear problem. The energy functional associated with the equation is
strongly indefinite, since $L$ contains an infinite dimensional kernel. The
methods developed in this paper may be applicable to other strongly indefinite
elliptic problems and other nonlinear phenomena.","['math.AP', 'math-ph', 'math.MP']",2021-12-30,"['Jarosław Mederski', 'Wolfgang Reichel']"
184,"Adaptive Gaussian Process based Stochastic Trajectory Optimization for
  Motion Planning","We propose a new formulation of optimal motion planning (OMP) algorithm for
robots operating in a hazardous environment, called adaptive Gaussian-process
based stochastic trajectory optimization (AGP-STO). It first restarts the
accelerated gradient descent with the reestimated Lipschitz constant (L-reAGD)
to improve the computation efficiency, only requiring 1st-order momentum.
However, it still cannot infer a global optimum of the nonconvex problem,
informed by the prior information of Gaussian-process (GP) and obstacles. So it
then integrates the adaptive stochastic trajectory optimization (ASTO) in the
L-reestimation process to learn the GP-prior rewarded by the important samples
via accelerated moving averaging (AMA). Moreover, we introduce the incremental
optimal motion planning (iOMP) to upgrade AGP-STO to iAGP-STO. It interpolates
the trajectory incrementally among the previously optimized waypoints to ensure
time-continuous safety. Finally, we benchmark iAGP-STO against the numerical
(CHOMP, TrajOpt, GPMP) and sampling (STOMP, RRT-Connect) methods and conduct
the tuning experiment of key parameters to show how the integration of L-reAGD,
ASTO, and iOMP elevates computation efficiency and reliability. Moreover, the
implementation of iAGP- STO on LBR-iiwa, multi-AGV, and rethink-Baxter
demonstrates its application in manipulation, collaboration, and assistance.","['cs.RO', 'math.OC']",2021-12-30,"['Feng Yichang', 'Zhang Haiyun', 'Wang Jin', 'Lu Guodong']"
